"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Connecticut"	"09"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	10	41497	Unreliable
	"Connecticut"	"09"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	13	41333	Unreliable
	"Connecticut"	"09"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	14	41453	Unreliable
	"Connecticut"	"09"	"41 years"	"41"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	20	42478	47.1
	"Connecticut"	"09"	"42 years"	"42"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	10	45449	Unreliable
	"Connecticut"	"09"	"42 years"	"42"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	10	41527	Unreliable
	"Connecticut"	"09"	"42 years"	"42"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	15	40392	Unreliable
	"Connecticut"	"09"	"42 years"	"42"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	41620	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	10	45346	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	10	42164	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	11	41712	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	10	40394	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	41418	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	11	41712	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	17	40394	Unreliable
	"Connecticut"	"09"	"43 years"	"43"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	16	41418	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	19	52004	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	10	49493	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	25	45012	55.5
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	10	42407	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	14	40715	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	13	41588	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	14	40322	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	11	42407	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	12	40715	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	41588	Unreliable
	"Connecticut"	"09"	"44 years"	"44"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	40322	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	12	51807	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	14	49020	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	14	45201	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	12	42164	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	11	40438	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	11	49020	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	11	40438	Unreliable
	"Connecticut"	"09"	"45 years"	"45"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	12	41389	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	12	44738	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	11	40252	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	10	49010	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	12	44738	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	13	41836	Unreliable
	"Connecticut"	"09"	"46 years"	"46"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	17	40252	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	11	51303	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	13	49824	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	14	49580	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	13	51052	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	14	48540	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	11	44545	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	44545	Unreliable
	"Connecticut"	"09"	"47 years"	"47"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	17	41480	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	10	53829	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	16	49260	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	49368	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	15	50611	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	10	48397	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	11	44362	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	10	49260	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	10	49368	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	12	50611	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	12	48397	Unreliable
	"Connecticut"	"09"	"48 years"	"48"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	14	44362	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	12	53521	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	15	50444	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	14	49313	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	14	48923	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	13	50278	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	10	48009	Unreliable
	"Connecticut"	"09"	"49 years"	"49"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	15	48009	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	13	57362	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	13	52762	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	15	50199	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	11	48857	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	13	52762	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	12	48857	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	15	48645	Unreliable
	"Connecticut"	"09"	"50 years"	"50"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	19	49981	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	10	56420	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	14	56989	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	18	55315	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	52487	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	11	49664	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	12	48488	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	12	48193	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	10	56989	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	10	55315	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	12	49664	Unreliable
	"Connecticut"	"09"	"51 years"	"51"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	20	48193	41.5
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	10	56244	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	10	55801	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	10	56107	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	12	55086	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	13	51829	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	12	49085	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	19	47836	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	14	56107	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	13	55086	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	13	51829	Unreliable
	"Connecticut"	"09"	"52 years"	"52"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	18	49085	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	13	55687	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	17	54570	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	14	51328	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	19	48626	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	12	55725	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	10	55687	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	10	54570	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	18	51328	Unreliable
	"Connecticut"	"09"	"53 years"	"53"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	48626	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2014"	"2014"	12	57544	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	12	56951	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	19	55141	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	15	54914	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	13	55055	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	14	53865	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	18	50806	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	15	54914	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	18	55055	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	13	53865	Unreliable
	"Connecticut"	"09"	"54 years"	"54"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	16	50806	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	19	56270	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	11	54454	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	14	54258	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	53151	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2015"	"2015"	19	56814	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	11	54151	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	17	54258	Unreliable
	"Connecticut"	"09"	"55 years"	"55"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	53151	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	11	53418	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	13	53661	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	10	55539	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	11	53597	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	10	53418	Unreliable
	"Connecticut"	"09"	"56 years"	"56"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	13	53661	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	13	54426	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	12	55504	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2018"	"2018"	10	54503	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	10	52705	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	15	52761	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2016"	"2016"	12	54426	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	14	54503	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	11	52705	Unreliable
	"Connecticut"	"09"	"57 years"	"57"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	24	52761	45.5
	"Connecticut"	"09"	"58 years"	"58"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2016"	"2016"	10	53940	Unreliable
	"Connecticut"	"09"	"58 years"	"58"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	11	53740	Unreliable
	"Connecticut"	"09"	"58 years"	"58"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2017"	"2017"	11	53651	Unreliable
	"Connecticut"	"09"	"58 years"	"58"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2019"	"2019"	20	53740	37.2
	"Connecticut"	"09"	"58 years"	"58"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	23	52086	44.2
	"Connecticut"	"09"	"59 years"	"59"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2015"	"2015"	11	51393	Unreliable
	"Connecticut"	"09"	"59 years"	"59"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	10	53846	Unreliable
	"Connecticut"	"09"	"59 years"	"59"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	10	52911	Unreliable
	"Connecticut"	"09"	"59 years"	"59"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	10	52621	Unreliable
	"Connecticut"	"09"	"59 years"	"59"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2020 "	"2020"	11	52911	Unreliable
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2017"	"2017"	12	51819	Unreliable
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2019"	"2019"	13	51677	Unreliable
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"2020 "	"2020"	15	53006	Unreliable
	"Connecticut"	"09"	"60 years"	"60"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"2018"	"2018"	10	51943	Unreliable
